,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Cádiz ,42,21,13,8,68,30,76,22
1,2,Celta de Vigo ,42,22,10,10,55,38,76,22
2,3,Alavés ,42,23,7,12,62,47,76,22
3,4,Eibar,42,20,13,9,53,39,73,22
4,5,Recreativo ,42,19,14,9,48,32,71,22
5,6,Valladolid ,42,18,9,15,56,56,63,22
6,7,Nàstic ,42,16,12,14,49,45,60,22
7,8,Xerez ,42,14,17,11,39,36,59,22
8,9,Sporting Gijón ,42,15,12,15,41,39,57,22
9,10,Elche ,42,16,9,17,51,52,57,22
10,11,Tenerife ,42,13,18,11,42,45,57,22
11,12,Real Murcia ,42,15,9,18,40,52,54,22
12,13,Poli Ejido ,42,12,16,14,41,45,52,22
13,14,Almería ,42,13,12,17,36,44,51,22
14,15,Lleida,42,13,11,18,46,54,50,22
15,16,Racing de Ferrol ,42,12,13,17,55,54,49,22
16,17,Málaga ,42,12,12,18,33,51,48,22
17,18,Ciudad Murcia ,42,10,17,15,49,57,47,22
18,19,Córdoba ,42,12,10,20,43,52,46,22
19,20,Pontevedra ,42,10,14,18,52,60,44,22
20,21,Salamanca ,42,12,8,22,50,63,44,22
21,22,Terrassa ,42,12,8,22,45,63,44,22
