,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Sevilla,42,23,11,8,66,39,80,22
1,2,Real Betis,42,21,12,9,49,32,75,22
2,3,Tenerife,42,21,11,10,58,32,74,22
3,4,Atlético Madrid,42,21,11,10,59,39,74,22
4,5,Albacete,42,18,12,12,46,40,66,22
5,6,Recreativo,42,15,20,7,45,29,65,22
6,7,Sporting Gijón,42,17,12,13,55,49,63,22
7,8,Levante,42,13,21,8,58,50,60,22
8,9,Salamanca,42,17,8,17,51,48,59,22
9,10,Real Jaén,42,15,14,13,37,40,59,22
10,11,CF Extremadura,42,16,10,16,42,46,58,22
11,12,Córdoba,42,14,14,14,40,43,56,22
12,13,Real Murcia,42,13,13,16,53,54,52,22
13,14,Badajoz,42,10,21,11,34,38,51,22
14,15,Eibar,42,11,17,14,30,32,50,22
15,16,Racing Santander,42,12,14,16,46,50,50,22
16,17,Leganés,42,9,20,13,45,41,47,22
17,18,Elche,42,10,16,16,45,56,46,22
18,19,SD Compostela,42,11,12,19,41,65,45,22
19,20,Univ. Las Palmas,42,8,15,19,34,63,39,22
20,21,Getafe,42,8,11,23,42,65,35,22
21,22,Lleida,42,5,13,24,40,65,28,22
