,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Tenerife,42,25,9,8,57,32,84,28
1,2,Getafe,42,20,10,12,65,45,70,28
2,3,Huesca,42,18,14,10,55,43,68,28
3,4,Getafe,42,16,18,8,50,37,66,28
4,5,Cádiz,42,16,16,10,55,40,64,28
5,6,Tenerife,42,16,15,11,53,43,63,28
6,7,Levante,42,18,9,15,52,47,63,28
7,8,Girona,42,17,10,15,47,47,61,28
8,9,Getafe,42,14,13,15,49,52,55,28
9,10,Tenerife,42,14,13,15,42,52,55,28
10,11,Cádiz,42,13,16,13,31,29,55,28
11,12,Huesca,42,14,11,17,44,44,53,28
12,13,Valladolid,42,13,14,15,55,56,53,28
13,14,Real Oviedo,42,12,16,14,47,51,52,28
14,15,Lugo,42,14,9,19,44,49,51,28
15,16,Córdoba,42,12,14,16,50,52,50,28
16,17,CF Reus,42,11,17,14,40,49,50,28
17,18,Rayo Vallecano,42,13,11,18,32,43,50,28
18,19,Sevilla B,42,11,15,16,42,51,48,28
19,20,Nàstic,42,9,18,15,42,50,45,28
20,21,Almería,42,11,10,21,49,63,43,28
21,22,Real Zaragoza,42,9,14,19,40,66,41,28
22,23,Numancia,,,,,,,,28
23,24,AD Alcorcón ,,,,,,,,28
24,25,UCAM Murcia,,,,,,,,28
25,26,Mallorca,,,,,,,,28
26,27,Elche,,,,,,,,28
27,28,Mirandés,,,,,,,,28
