,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Girona,42,23,13,6,54,27,82,28
1,2,Almería,42,21,14,7,68,38,77,28
2,3,AD Alcorcón,42,22,8,12,72,50,74,28
3,4,Girona,42,21,8,13,74,56,71,28
4,5,Las Palmas,42,21,6,15,57,55,69,28
5,6,Almería,42,18,12,12,62,55,66,28
6,7,Elche,42,19,9,14,57,50,66,28
7,8,Villarreal,42,17,8,17,80,62,59,28
8,9,Almería,42,15,12,15,76,71,57,28
9,10,Girona,42,15,11,16,60,53,56,28
10,11,AD Alcorcón ,42,15,11,16,46,54,56,28
11,12,Las Palmas,42,13,16,13,53,55,55,28
12,13,Ponferradina,42,15,9,18,46,57,54,28
13,14,Real Madrid B,42,15,9,18,55,55,54,28
14,15,Barcelona B,42,13,13,16,35,51,52,28
15,16,Sporting Gijón,42,14,10,18,54,69,52,28
16,17,Lugo,42,13,11,18,43,53,50,28
17,18,Numancia,42,12,14,16,46,53,50,28
18,19,Recreativo,42,12,11,19,43,56,47,28
19,20,Córdoba,42,12,10,20,38,51,46,28
20,21,Mirandés,42,11,12,19,46,58,45,28
21,22,Sabadell,42,7,9,26,38,74,30,28
22,23,Hércules,,,,,,,,28
23,24,Guadalajara,,,,,,,,28
24,25,Real Murcia,,,,,,,,28
25,26,Racing Santander,,,,,,,,28
26,27,Huesca,,,,,,,,28
27,28,Xerez,,,,,,,,28
