,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Granada,42,25,8,9,85,44,83,28
1,2,Elche,42,23,10,9,73,48,79,28
2,3,Celta de Vigo,42,20,11,11,85,62,71,28
3,4,Granada,42,18,15,9,55,42,69,28
4,5,Valladolid,42,18,14,10,71,47,68,28
5,6,Elche,42,17,16,9,62,43,67,28
6,7,Real Betis,42,19,9,14,65,51,66,28
7,8,Rayo Vallecano,42,17,9,16,60,64,60,28
8,9,Barcelona B,42,17,7,18,57,52,58,28
9,10,Elche,42,17,6,19,65,63,57,28
10,11,Granada,42,15,12,15,58,56,57,28
11,12,Celta de Vigo,42,12,20,10,44,37,56,28
12,13,Valladolid,42,16,8,18,48,63,56,28
13,14,Xerez,42,13,16,13,39,45,55,28
14,15,AD Alcorcón ,42,13,15,14,56,71,54,28
15,16,Numancia,42,13,13,16,58,63,52,28
16,17,Girona,42,15,6,21,43,63,51,28
17,18,Recreativo,42,12,13,17,37,45,49,28
18,19,Cartagena,42,13,7,22,46,68,46,28
19,20,Huesca,42,9,11,22,42,66,38,28
20,21,Las Palmas,42,5,19,18,36,63,34,28
21,22,Córdoba,42,7,11,24,35,64,32,28
22,23,Villarreal B,,,,,,,,28
23,24,Nàstic,,,,,,,,28
24,25,Salamanca,,,,,,,,28
25,26,Tenerife,,,,,,,,28
26,27,Ponferradina,,,,,,,,28
27,28,Albacete,,,,,,,,28
