,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Córdoba,42,19,14,9,49,28,71,28
1,2,Las Palmas,42,19,12,11,48,36,69,28
2,3,Córdoba,42,20,6,16,60,47,66,28
3,4,Real Murcia,42,16,17,9,55,44,65,28
4,5,Las Palmas,42,16,16,10,63,51,64,28
5,6,Sporting Gijón,42,18,9,15,51,50,63,28
6,7,Eibar,42,16,13,13,46,43,61,28
7,8,Deportivo,42,16,13,13,53,53,61,28
8,9,Barcelona B,42,16,11,15,46,40,59,28
9,10,Real Murcia,42,17,8,17,52,59,59,28
10,11,Sporting Gijón,42,15,9,18,46,49,54,28
11,12,Las Palmas,42,14,12,16,41,48,54,28
12,13,Córdoba,42,11,21,10,42,41,54,28
13,14,Recreativo,42,13,14,15,49,53,53,28
14,15,AD Alcorcón ,42,13,12,17,46,49,51,28
15,16,Sabadell,42,12,15,15,52,50,51,28
16,17,Tenerife,42,12,15,15,46,57,51,28
17,18,Lugo,42,13,12,17,57,57,51,28
18,19,Numancia,42,13,11,18,39,56,50,28
19,20,Real Zaragoza,42,13,10,19,49,56,49,28
20,21,Ponferradina,42,12,12,18,43,49,48,28
21,22,Girona,42,11,12,19,45,62,45,28
22,23,Mallorca,,,,,,,,28
23,24,Alavés,,,,,,,,28
24,25,Mirandés,,,,,,,,28
25,26,Real Madrid B,,,,,,,,28
26,27,Real Jaén,,,,,,,,28
27,28,Hércules,,,,,,,,28
