,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,SD Compostela,42,21,12,9,62,41,75,24
1,2,CD Toledo,42,18,12,12,61,46,66,24
2,3,Las Palmas,42,18,12,12,54,43,66,24
3,4,Villarreal,42,19,7,16,50,38,64,24
4,5,Salamanca,42,18,9,15,65,52,63,24
5,6,Osasuna,42,16,15,11,41,34,63,24
6,7,Lleida,42,16,13,13,49,47,61,24
7,8,CP Mérida,42,17,9,16,54,48,60,24
8,9,CF Extremadura,42,15,14,13,55,54,59,24
9,10,Sporting Gijón,42,15,14,13,51,53,59,24
10,11,Levante,42,15,13,14,40,47,58,24
11,12,Albacete,42,14,15,13,49,49,57,24
12,13,Leganés,42,15,12,15,46,49,57,24
13,14,Eibar,42,14,13,15,50,47,55,24
14,15,Córdoba,42,12,17,13,48,59,53,24
15,16,Tenerife,42,9,23,10,38,40,50,24
16,17,Elche,42,13,11,18,43,57,50,24
17,18,Badajoz,42,10,19,13,50,53,49,24
18,19,Atlético Madrid B,42,13,10,19,41,51,49,24
19,20,SD Compostela,42,11,13,18,52,56,46,24
20,21,Getafe,42,12,9,21,40,54,45,24
21,22,CD Logroñés,42,10,10,22,34,55,40,24
22,23,Recreativo,,,,,,,,24
23,24,CD Toledo,,,,,,,,24
