,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Recreativo ,42,22,12,8,67,32,78,22
1,2,Nàstic ,42,23,7,12,48,38,76,22
2,3,Levante ,42,20,14,8,53,39,74,22
3,4,Ciudad Murcia ,42,20,12,10,53,42,72,22
4,5,Lorca Deportiva ,42,19,12,11,56,39,69,22
5,6,Almería ,42,20,7,15,54,43,67,22
6,7,Xerez ,42,18,13,11,60,46,67,22
7,8,Numancia ,42,18,9,15,50,55,63,22
8,9,Sporting Gijón ,42,13,17,12,41,34,56,22
9,10,Valladolid ,42,14,13,15,54,54,55,22
10,11,Real Madrid ,42,16,7,19,55,50,55,22
11,12,Castellón ,42,14,12,16,46,50,54,22
12,13,Albacete,42,14,12,16,44,57,54,22
13,14,Elche ,42,13,14,15,47,54,53,22
14,15,Poli Ejido ,42,15,8,19,43,50,53,22
15,16,Real Murcia ,42,13,13,16,41,40,52,22
16,17,Hércules ,42,13,13,16,39,49,52,22
17,18,Tenerife ,42,13,12,17,53,60,51,22
18,19,Lleida,42,12,10,20,43,53,46,22
19,20,Racing de Ferrol ,42,7,16,19,44,63,37,22
20,21,Málaga ,42,8,12,22,42,68,36,22
21,22,Eibar,42,6,17,19,28,45,35,22
