,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Xerez ,42,24,10,8,73,42,82,22
1,2,Real Zaragoza,42,23,12,7,79,42,81,22
2,3,Tenerife ,42,24,9,9,79,47,81,22
3,4,Hércules ,42,21,15,6,82,43,78,22
4,5,Rayo Vallecano ,42,18,16,8,55,39,70,22
5,6,Real Sociedad ,42,17,16,9,48,38,67,22
6,7,Castellón ,42,17,14,11,55,42,65,22
7,8,Levante ,42,18,10,14,59,59,64,22
8,9,Salamanca ,42,16,12,14,59,50,60,22
9,10,Nàstic ,42,14,15,13,60,50,57,22
10,11,Elche ,42,13,14,15,52,50,53,22
11,12,Huesca ,42,13,14,15,47,46,53,22
12,13,Córdoba ,42,14,11,17,47,54,53,22
13,14,Real Murcia ,42,14,10,18,48,58,52,22
14,15,Albacete,42,13,12,17,42,54,51,22
15,16,Girona ,42,11,16,15,43,54,49,22
16,17,Celta de Vigo ,42,10,18,14,46,56,48,22
17,18,Las Palmas ,42,10,17,15,46,51,47,22
18,19,Alavés ,42,11,10,21,42,64,43,22
19,20,Alicante ,42,8,11,23,38,69,35,22
20,21,Eibar,42,8,11,23,31,63,35,22
21,22,Sevilla ,42,2,13,27,29,89,19,22
