,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Charlton Athletic,46.0,30.0,11.0,5.0,82.0,36.0,101.0,24
1,2,Sheffield Wed.,46.0,28.0,9.0,9.0,81.0,48.0,93.0,24
2,3,Sheffield United,46.0,27.0,9.0,10.0,92.0,51.0,90.0,24
3,4,Huddersfield Town,46.0,21.0,18.0,7.0,79.0,47.0,81.0,24
4,5,MK Dons,46.0,22.0,14.0,10.0,84.0,47.0,80.0,24
5,6,Stevenage,46.0,18.0,19.0,9.0,69.0,44.0,73.0,24
6,7,Notts County,46.0,21.0,10.0,15.0,75.0,63.0,73.0,24
7,8,Carlisle United,46.0,18.0,15.0,13.0,65.0,66.0,69.0,24
8,9,Brentford,46.0,18.0,13.0,15.0,63.0,52.0,67.0,24
9,10,AFC Bournemouth,46.0,15.0,13.0,18.0,48.0,52.0,58.0,24
10,11,Colchester,45.0,13.0,19.0,13.0,60.0,65.0,58.0,24
11,12,Tranmere Rovers,46.0,14.0,14.0,18.0,49.0,53.0,56.0,24
12,13,Hartlepool United,46.0,14.0,14.0,18.0,50.0,55.0,56.0,24
13,14,Bury,46.0,15.0,11.0,20.0,60.0,79.0,56.0,24
14,15,Preston North End,46.0,13.0,15.0,18.0,54.0,68.0,54.0,24
15,16,Yeovil Town,46.0,14.0,12.0,20.0,59.0,80.0,54.0,24
16,17,Oldham Athletic,45.0,14.0,11.0,20.0,49.0,65.0,53.0,24
17,18,Scunthorpe United,46.0,10.0,22.0,14.0,55.0,59.0,52.0,24
18,19,Walsall,46.0,10.0,20.0,16.0,51.0,57.0,50.0,24
19,20,Leyton Orient,46.0,13.0,11.0,22.0,48.0,75.0,50.0,24
20,21,Wycombe Wanderers,46.0,11.0,10.0,25.0,65.0,88.0,43.0,24
21,22,Chesterfield,46.0,10.0,12.0,24.0,56.0,81.0,42.0,24
22,23,Exeter City,46.0,10.0,12.0,24.0,46.0,75.0,42.0,24
23,24,Rochdale,46.0,8.0,14.0,24.0,47.0,81.0,38.0,24
