,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Brighton & Hove Albion,46.0,28.0,11.0,7.0,85.0,40.0,95.0,24
1,2,Southampton,46.0,28.0,8.0,10.0,86.0,38.0,92.0,24
2,3,Huddersfield Town,46.0,25.0,12.0,9.0,77.0,48.0,87.0,24
3,4,Peterborough United,46.0,23.0,10.0,13.0,106.0,75.0,79.0,24
4,5,MK Dons,46.0,23.0,8.0,15.0,67.0,60.0,77.0,24
5,6,AFC Bournemouth,46.0,19.0,14.0,13.0,75.0,54.0,71.0,24
6,7,Leyton Orient,46.0,19.0,13.0,14.0,71.0,62.0,70.0,24
7,8,Exeter City,46.0,20.0,10.0,16.0,66.0,73.0,70.0,24
8,9,Rochdale,46.0,18.0,14.0,14.0,63.0,55.0,68.0,24
9,10,Colchester,46.0,16.0,14.0,16.0,57.0,63.0,62.0,24
10,11,Brentford,46.0,17.0,10.0,19.0,55.0,62.0,61.0,24
11,12,Carlisle United,46.0,16.0,11.0,19.0,60.0,62.0,59.0,24
12,13,Charlton Athletic,46.0,15.0,14.0,17.0,62.0,66.0,59.0,24
13,14,Yeovil Town,46.0,16.0,11.0,19.0,56.0,66.0,59.0,24
14,15,Sheffield Wed.,46.0,16.0,10.0,20.0,67.0,67.0,58.0,24
15,16,Hartlepool United,46.0,15.0,12.0,19.0,47.0,65.0,57.0,24
16,17,Tranmere Rovers,46.0,15.0,11.0,20.0,53.0,60.0,56.0,24
17,18,Oldham Athletic,46.0,13.0,17.0,16.0,53.0,60.0,56.0,24
18,19,Notts County ,46.0,14.0,8.0,24.0,46.0,60.0,50.0,24
19,20,Walsall,46.0,12.0,12.0,22.0,56.0,75.0,48.0,24
20,21,Dag and Red,46.0,12.0,11.0,23.0,52.0,70.0,47.0,24
21,22,Bristol Rovers,46.0,11.0,12.0,23.0,48.0,82.0,45.0,24
22,23,Plymouth Argyle,46.0,15.0,7.0,24.0,51.0,74.0,42.0,24
23,24,Swindon Town,46.0,9.0,14.0,23.0,50.0,72.0,41.0,24
