,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Wigan Athletic,46.0,29.0,13.0,4.0,68.0,25.0,100.0,24
1,2,Crewe Alexandra,46.0,25.0,11.0,10.0,76.0,40.0,86.0,24
2,3,Bristol City,46.0,24.0,11.0,11.0,79.0,48.0,83.0,24
3,4,QPR,46.0,24.0,11.0,11.0,69.0,45.0,83.0,24
4,5,Oldham Athletic,46.0,22.0,16.0,8.0,68.0,38.0,82.0,24
5,6,Cardiff City,46.0,23.0,12.0,11.0,68.0,43.0,81.0,24
6,7,Tranmere Rovers,46.0,23.0,11.0,12.0,66.0,57.0,80.0,24
7,8,Plymouth Argyle,46.0,17.0,14.0,15.0,63.0,52.0,65.0,24
8,9,Luton Town,46.0,17.0,14.0,15.0,67.0,62.0,65.0,24
9,10,Swindon Town,46.0,16.0,12.0,18.0,59.0,63.0,60.0,24
10,11,Peterborough United,46.0,14.0,16.0,16.0,51.0,54.0,58.0,24
11,12,Colchester,46.0,14.0,16.0,16.0,52.0,56.0,58.0,24
12,13,Blackpool,46.0,15.0,13.0,18.0,56.0,64.0,58.0,24
13,14,Stockport County,46.0,15.0,10.0,21.0,65.0,70.0,55.0,24
14,15,Notts County,46.0,13.0,16.0,17.0,62.0,70.0,55.0,24
15,16,Brentford,46.0,14.0,12.0,20.0,47.0,56.0,54.0,24
16,17,Port Vale,46.0,14.0,11.0,21.0,54.0,70.0,53.0,24
17,18,Wycombe Wanderers,46.0,13.0,13.0,20.0,59.0,66.0,52.0,24
18,19,Barnsley,46.0,13.0,13.0,20.0,51.0,64.0,52.0,24
19,20,Chesterfield,46.0,14.0,8.0,24.0,43.0,73.0,50.0,24
20,21,Cheltenham Town,46.0,10.0,18.0,18.0,53.0,68.0,48.0,24
21,22,Huddersfield Town,46.0,11.0,12.0,23.0,39.0,61.0,45.0,24
22,23,Mansfield Town,46.0,12.0,8.0,26.0,66.0,97.0,44.0,24
23,24,Northampton Town,46.0,10.0,9.0,27.0,40.0,79.0,39.0,24
