,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Sheffield United,46.0,30.0,10.0,6.0,92.0,47.0,100.0,24
1,2,Bolton Wanderers,46.0,25.0,11.0,10.0,68.0,36.0,86.0,24
2,3,Scunthorpe United,46.0,24.0,10.0,12.0,80.0,54.0,82.0,24
3,4,Fleetwood Town,46.0,23.0,13.0,10.0,64.0,43.0,82.0,24
4,5,Bradford City,46.0,20.0,19.0,7.0,62.0,43.0,79.0,24
5,6,Millwall,46.0,20.0,13.0,13.0,66.0,57.0,73.0,24
6,7,Southend United,46.0,20.0,12.0,14.0,70.0,53.0,72.0,24
7,8,Oxford United,46.0,20.0,9.0,17.0,65.0,52.0,69.0,24
8,9,Rochdale,46.0,19.0,12.0,15.0,71.0,62.0,69.0,24
9,10,Bristol Rovers,46.0,18.0,12.0,16.0,68.0,70.0,66.0,24
10,11,Peterborough United,46.0,17.0,11.0,18.0,62.0,62.0,62.0,24
11,12,MK Dons,46.0,16.0,13.0,17.0,60.0,58.0,61.0,24
12,13,Charlton Athletic,46.0,14.0,18.0,14.0,60.0,53.0,60.0,24
13,14,Walsall,46.0,14.0,16.0,16.0,51.0,58.0,58.0,24
14,15,AFC Wimbledon,46.0,13.0,18.0,15.0,52.0,55.0,57.0,24
15,16,Northampton Town,46.0,14.0,11.0,21.0,60.0,73.0,53.0,24
16,17,Oldham Athletic,46.0,12.0,17.0,17.0,31.0,44.0,53.0,24
17,18,Shrewsbury Town,46.0,13.0,12.0,21.0,46.0,63.0,51.0,24
18,19,Bury,46.0,13.0,11.0,22.0,61.0,73.0,50.0,24
19,20,Gillingham,46.0,12.0,14.0,20.0,59.0,79.0,50.0,24
20,21,Port Vale,46.0,12.0,13.0,21.0,45.0,70.0,49.0,24
21,22,Swindon Town,46.0,11.0,11.0,24.0,44.0,66.0,44.0,24
22,23,Coventry City,46.0,9.0,12.0,25.0,37.0,68.0,39.0,24
23,24,Chesterfield,46.0,9.0,10.0,27.0,43.0,78.0,37.0,24
