,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Wigan Athletic,46.0,29.0,11.0,6.0,89.0,29.0,98.0,24
1,2,Blackburn Rovers,46.0,28.0,12.0,6.0,82.0,40.0,96.0,24
2,3,Shrewsbury Town,46.0,25.0,12.0,9.0,60.0,39.0,87.0,24
3,4,Rotherham,46.0,24.0,7.0,15.0,73.0,53.0,79.0,24
4,5,Scunthorpe United,46.0,19.0,17.0,10.0,65.0,50.0,74.0,24
5,6,Charlton Athletic,46.0,20.0,11.0,15.0,58.0,51.0,71.0,24
6,7,Plymouth Argyle,46.0,19.0,11.0,16.0,58.0,59.0,68.0,24
7,8,Portsmouth,46.0,20.0,6.0,20.0,57.0,56.0,66.0,24
8,9,Peterborough United,46.0,17.0,13.0,16.0,68.0,60.0,64.0,24
9,10,Southend United,46.0,17.0,12.0,17.0,58.0,62.0,63.0,24
10,11,Bradford City,46.0,18.0,9.0,19.0,57.0,67.0,63.0,24
11,12,Blackpool,46.0,15.0,15.0,16.0,60.0,55.0,60.0,24
12,13,Bristol Rovers,46.0,16.0,11.0,19.0,60.0,66.0,59.0,24
13,14,Fleetwood Town,46.0,16.0,9.0,21.0,59.0,68.0,57.0,24
14,15,Doncaster Rovers,46.0,13.0,17.0,16.0,52.0,52.0,56.0,24
15,16,Oxford United,46.0,15.0,11.0,20.0,61.0,66.0,56.0,24
16,17,Gillingham,46.0,13.0,17.0,16.0,50.0,55.0,56.0,24
17,18,AFC Wimbledon,46.0,13.0,14.0,19.0,47.0,58.0,53.0,24
18,19,Walsall,46.0,13.0,13.0,20.0,53.0,66.0,52.0,24
19,20,Rochdale,46.0,11.0,18.0,17.0,49.0,57.0,51.0,24
20,21,Oldham Athletic,46.0,11.0,17.0,18.0,58.0,75.0,50.0,24
21,22,Northampton Town,46.0,12.0,11.0,23.0,43.0,77.0,47.0,24
22,23,MK Dons,46.0,11.0,12.0,23.0,43.0,69.0,45.0,24
23,24,Bury,46.0,8.0,12.0,26.0,41.0,71.0,36.0,24
