,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Wolverhampton,46.0,31.0,10.0,5.0,89.0,31.0,103.0,24
1,2,Brentford,46.0,28.0,10.0,8.0,72.0,43.0,94.0,24
2,3,Leyton Orient,46.0,25.0,11.0,10.0,85.0,45.0,86.0,24
3,4,Rotherham,46.0,24.0,14.0,8.0,86.0,58.0,86.0,24
4,5,Preston North End,46.0,23.0,16.0,7.0,72.0,46.0,85.0,24
5,6,Peterborough United,46.0,23.0,5.0,18.0,72.0,58.0,74.0,24
6,7,Sheffield United,46.0,18.0,13.0,15.0,48.0,46.0,67.0,24
7,8,Swindon Town,46.0,19.0,9.0,18.0,63.0,59.0,66.0,24
8,9,Port Vale,46.0,18.0,7.0,21.0,59.0,73.0,61.0,24
9,10,MK Dons,46.0,17.0,9.0,20.0,63.0,65.0,60.0,24
10,11,Bradford City,46.0,14.0,17.0,15.0,57.0,54.0,59.0,24
11,12,Bristol City,46.0,13.0,19.0,14.0,70.0,67.0,58.0,24
12,13,Walsall,46.0,14.0,16.0,16.0,49.0,49.0,58.0,24
13,14,Crawley Town,46.0,14.0,15.0,17.0,48.0,54.0,57.0,24
14,15,Oldham Athletic,46.0,14.0,14.0,18.0,50.0,59.0,56.0,24
15,16,Colchester,46.0,13.0,14.0,19.0,53.0,61.0,53.0,24
16,17,Gillingham,46.0,15.0,8.0,23.0,60.0,79.0,53.0,24
17,18,Coventry City,46.0,16.0,13.0,17.0,74.0,77.0,51.0,24
18,19,Crewe Alexandra,46.0,13.0,12.0,21.0,54.0,80.0,51.0,24
19,20,Notts County,46.0,15.0,5.0,26.0,64.0,77.0,50.0,24
20,21,Tranmere Rovers,46.0,12.0,11.0,23.0,52.0,79.0,47.0,24
21,22,Carlisle United,46.0,11.0,12.0,23.0,43.0,76.0,45.0,24
22,23,Shrewsbury Town,46.0,9.0,15.0,22.0,44.0,65.0,42.0,24
23,24,Stevenage,46.0,11.0,9.0,26.0,46.0,72.0,42.0,24
