,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Scunthorpe United,46.0,26.0,13.0,7.0,73.0,35.0,91.0,24
1,2,Bristol City,46.0,25.0,10.0,11.0,63.0,39.0,85.0,24
2,3,Blackpool,46.0,24.0,11.0,11.0,76.0,49.0,83.0,24
3,4,Nottingham Forest,46.0,23.0,13.0,10.0,65.0,41.0,82.0,24
4,5,Yeovil Town,46.0,23.0,10.0,13.0,55.0,39.0,79.0,24
5,6,Oldham Athletic,46.0,21.0,12.0,13.0,69.0,47.0,75.0,24
6,7,Swansea City,46.0,20.0,12.0,14.0,69.0,53.0,72.0,24
7,8,Carlisle United,46.0,19.0,11.0,16.0,54.0,55.0,68.0,24
8,9,Tranmere Rovers,46.0,18.0,13.0,15.0,58.0,53.0,67.0,24
9,10,Millwall,46.0,19.0,9.0,18.0,59.0,62.0,66.0,24
10,11,Doncaster Rovers,46.0,16.0,15.0,15.0,52.0,47.0,63.0,24
11,12,Port Vale,46.0,18.0,6.0,22.0,64.0,65.0,60.0,24
12,13,Crewe Alexandra,46.0,17.0,9.0,20.0,66.0,72.0,60.0,24
13,14,Northampton Town,46.0,15.0,14.0,17.0,48.0,51.0,59.0,24
14,15,Huddersfield Town,46.0,14.0,17.0,15.0,60.0,69.0,59.0,24
15,16,Gillingham,46.0,17.0,8.0,21.0,56.0,77.0,59.0,24
16,17,Cheltenham Town,46.0,15.0,9.0,22.0,49.0,61.0,54.0,24
17,18,Brighton & Hove Albion,46.0,14.0,11.0,21.0,49.0,58.0,53.0,24
18,19,AFC Bournemouth,46.0,13.0,13.0,20.0,50.0,64.0,52.0,24
19,20,Leyton Orient,46.0,12.0,15.0,19.0,61.0,77.0,51.0,24
20,21,Rotherham,46.0,13.0,9.0,24.0,58.0,75.0,48.0,24
21,22,Chesterfield,46.0,12.0,11.0,23.0,45.0,53.0,47.0,24
22,23,Bradford City,46.0,11.0,14.0,21.0,47.0,65.0,47.0,24
23,24,Brentford,46.0,8.0,13.0,25.0,40.0,79.0,37.0,24
