,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Millwall,46.0,28.0,9.0,9.0,89.0,38.0,93.0,24
1,2,Rotherham,46.0,27.0,10.0,9.0,79.0,55.0,91.0,24
2,3,Reading,46.0,25.0,11.0,10.0,86.0,52.0,86.0,24
3,4,Walsall,46.0,23.0,12.0,11.0,79.0,50.0,81.0,24
4,5,Stoke City,46.0,21.0,14.0,11.0,74.0,49.0,77.0,24
5,6,Wigan Athletic,46.0,19.0,18.0,9.0,53.0,42.0,75.0,24
6,7,AFC Bournemouth,46.0,20.0,13.0,13.0,79.0,55.0,73.0,24
7,8,Notts County,46.0,19.0,12.0,15.0,62.0,66.0,69.0,24
8,9,Bristol City,46.0,18.0,14.0,14.0,70.0,56.0,68.0,24
9,10,Wrexham,46.0,17.0,12.0,17.0,65.0,71.0,63.0,24
10,11,Port Vale,46.0,16.0,14.0,16.0,55.0,49.0,62.0,24
11,12,Peterborough United,46.0,15.0,14.0,17.0,61.0,66.0,59.0,24
12,13,Wycombe Wanderers,46.0,15.0,14.0,17.0,46.0,53.0,59.0,24
13,14,Brentford,46.0,14.0,17.0,15.0,56.0,70.0,59.0,24
14,15,Oldham Athletic,46.0,15.0,13.0,18.0,53.0,65.0,58.0,24
15,16,Bury,46.0,16.0,10.0,20.0,45.0,59.0,58.0,24
16,17,Colchester,46.0,15.0,12.0,19.0,55.0,59.0,57.0,24
17,18,Northampton Town,46.0,15.0,12.0,19.0,46.0,59.0,57.0,24
18,19,Cambridge United,46.0,14.0,11.0,21.0,61.0,77.0,53.0,24
19,20,Swindon Town,46.0,13.0,13.0,20.0,47.0,65.0,52.0,24
20,21,Bristol Rovers,46.0,12.0,15.0,19.0,53.0,57.0,51.0,24
21,22,Luton Town,46.0,9.0,13.0,24.0,52.0,80.0,40.0,24
22,23,Swansea City,46.0,8.0,13.0,25.0,47.0,73.0,37.0,24
23,24,Oxford United,46.0,7.0,6.0,33.0,53.0,100.0,27.0,24
