,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Norwich City,46.0,29.0,8.0,9.0,89.0,47.0,95.0,24
1,2,Leeds United,46.0,25.0,11.0,10.0,77.0,44.0,86.0,24
2,3,Millwall,46.0,24.0,13.0,9.0,76.0,44.0,85.0,24
3,4,Charlton Athletic,46.0,23.0,15.0,8.0,71.0,48.0,84.0,24
4,5,Swindon Town,46.0,22.0,16.0,8.0,73.0,57.0,82.0,24
5,6,Huddersfield Town,46.0,23.0,11.0,12.0,82.0,56.0,80.0,24
6,7,Southampton,46.0,23.0,14.0,9.0,85.0,47.0,73.0,24
7,8,Colchester,46.0,20.0,12.0,14.0,64.0,52.0,72.0,24
8,9,Brentford,46.0,14.0,20.0,12.0,55.0,52.0,62.0,24
9,10,Walsall,46.0,16.0,14.0,16.0,60.0,63.0,62.0,24
10,11,Bristol Rovers,46.0,19.0,5.0,22.0,59.0,70.0,62.0,24
11,12,MK Dons,46.0,17.0,9.0,20.0,60.0,68.0,60.0,24
12,13,Brighton & Hove Albion,46.0,15.0,14.0,17.0,56.0,60.0,59.0,24
13,14,Carlisle United,46.0,15.0,13.0,18.0,63.0,66.0,58.0,24
14,15,Yeovil Town,46.0,13.0,14.0,19.0,55.0,59.0,53.0,24
15,16,Oldham Athletic,46.0,13.0,13.0,20.0,39.0,57.0,52.0,24
16,17,Leyton Orient,46.0,13.0,12.0,21.0,53.0,63.0,51.0,24
17,18,Exeter City,46.0,11.0,18.0,17.0,48.0,60.0,51.0,24
18,19,Tranmere Rovers,46.0,14.0,9.0,23.0,45.0,72.0,51.0,24
19,20,Hartlepool United,46.0,14.0,11.0,21.0,59.0,67.0,50.0,24
20,21,Gillingham,46.0,12.0,14.0,20.0,48.0,64.0,50.0,24
21,22,Wycombe Wanderers,46.0,10.0,15.0,21.0,56.0,76.0,45.0,24
22,23,Southend United,46.0,10.0,13.0,23.0,51.0,72.0,43.0,24
23,24,Stockport County,46.0,5.0,10.0,31.0,35.0,95.0,25.0,24
