,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Saint-Étienne,38,22,7,9,44,29,73,20
1,2,Caen,38,20,11,7,56,31,71,20
2,3,FC Istres,38,19,9,10,44,26,66,20
3,4,Lorient,38,17,10,11,57,45,61,20
4,5,CS Sedan,38,15,15,8,42,31,60,20
5,6,Nancy,38,14,13,11,45,36,55,20
6,7,Le Havre,38,15,10,13,44,46,55,20
7,8,Chamois Niortais,38,13,14,11,47,44,53,20
8,9,Amiens SC,38,15,8,15,43,45,53,20
9,10,Troyes,38,13,13,12,43,48,52,20
10,11,Châteauroux,38,13,10,15,44,49,49,20
11,12,Créteil-Lusitanos,38,10,15,13,41,47,45,20
12,13,Angers,38,11,12,15,36,43,45,20
13,14,Clermont,38,9,17,12,36,48,44,20
14,15,Grenoble,38,9,16,13,38,43,43,20
15,16,Gueugnon,38,9,15,14,40,43,42,20
16,17,Laval,38,10,12,16,51,55,42,20
17,18,AS Valence,38,9,13,16,45,56,40,20
18,19,Besançon Racing Club,38,8,14,16,37,45,38,20
19,20,FC Rouen,38,5,14,19,27,50,29,20
