,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Strasbourg,38,19,10,9,63,47,67,20
1,2,Amiens SC,38,19,9,10,56,38,66,20
2,3,Troyes,38,19,9,10,59,43,66,20
3,4,Lens,38,18,11,9,59,40,65,20
4,5,Brest,38,19,8,11,58,44,65,20
5,6,Nimes,38,17,13,8,58,40,64,20
6,7,Stade de Reims,38,14,13,11,42,39,55,20
7,8,Le Havre,38,14,12,12,39,31,54,20
8,9,GFC Ajaccio,38,13,12,13,47,51,51,20
9,10,Chamois Niortais,38,12,13,13,45,57,49,20
10,11,AC Ajaccio,38,13,9,16,47,58,48,20
11,12,Clermont,38,11,13,14,46,48,46,20
12,13,Sochaux,38,11,13,14,38,43,46,20
13,14,Valenciennes,38,10,15,13,44,44,45,20
14,15,FC Bourg-Péronnas,38,11,11,16,49,58,44,20
15,16,Tours,38,10,13,15,55,60,43,20
16,17,Auxerre,38,11,10,17,28,40,43,20
17,18,US Orléans,38,11,9,18,41,54,42,20
18,19,Red Star,38,8,12,18,36,56,36,20
19,20,Laval,38,5,15,18,33,52,30,20
