,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Troyes,38,24,6,8,61,24,78,20
1,2,GFC Ajaccio,38,18,11,9,49,37,65,20
2,3,Angers,38,18,10,10,47,30,64,20
3,4,Dijon,38,17,10,11,44,34,61,20
4,5,Nancy,38,15,13,10,53,39,58,20
5,6,Brest,38,14,15,9,41,27,57,20
6,7,Le Havre,38,14,13,11,47,37,55,20
7,8,Laval,38,11,21,6,41,34,54,20
8,9,Auxerre,38,12,16,10,48,42,52,20
9,10,Sochaux,38,13,13,12,39,37,52,20
10,11,Chamois Niortais,38,11,17,10,41,42,50,20
11,12,Clermont,38,12,13,13,43,47,49,20
12,13,Nimes,38,12,10,16,44,57,46,20
13,14,Créteil-Lusitanos,38,10,15,13,44,52,45,20
14,15,Tours,38,12,8,18,49,54,44,20
15,16,Valenciennes,38,10,12,16,34,51,42,20
16,17,AC Ajaccio,38,9,14,15,32,42,41,20
17,18,US Orléans,38,9,13,16,36,47,40,20
18,19,Châteauroux,38,7,11,20,31,63,32,20
19,20,AC Arles,38,7,9,22,31,59,30,20
