,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Caen,38,18,15,5,52,30,69,20
1,2,Brest,38,20,7,11,53,34,67,20
2,3,AC Arles,38,16,12,10,43,39,60,20
3,4,Metz,38,14,14,10,43,39,56,20
4,5,Angers,38,15,10,13,46,43,55,20
5,6,Clermont,38,15,9,14,48,41,54,20
6,7,Le Havre,38,14,10,14,45,50,52,20
7,8,Laval,38,11,18,9,49,41,51,20
8,9,Dijon,38,12,15,11,52,46,51,20
9,10,Nimes,38,13,12,13,37,43,51,20
10,11,Tours,38,11,16,11,47,46,49,20
11,12,CS Sedan,38,11,16,11,46,46,49,20
12,13,AC Ajaccio,38,13,9,16,41,42,48,20
13,14,Vannes OC,38,11,13,14,40,49,46,20
14,15,Nantes,38,12,9,17,43,54,45,20
15,16,Châteauroux,38,10,14,14,50,54,44,20
16,17,Istres FC,38,11,11,16,34,52,44,20
17,18,Guingamp,38,9,16,13,35,40,43,20
18,19,RC Strasbourg,38,9,15,14,42,49,42,20
19,20,Bastia,38,10,9,19,40,48,39,20
