,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Monaco,38,21,13,4,64,33,76,20
1,2,Guingamp,38,20,10,8,63,38,70,20
2,3,Nantes,38,19,12,7,54,29,69,20
3,4,Caen,38,17,12,9,48,28,63,20
4,5,Angers,38,17,10,11,52,39,61,20
5,6,Le Havre,38,16,11,11,52,47,59,20
6,7,Dijon,38,15,14,9,52,49,59,20
7,8,Nimes,38,17,7,14,52,42,58,20
8,9,Auxerre,38,13,10,15,51,53,49,20
9,10,Tours,38,12,13,13,40,49,49,20
10,11,AC Arles,38,10,16,12,36,48,46,20
11,12,Lens,38,9,18,11,39,53,45,20
12,13,Istres FC,38,11,10,17,38,45,43,20
13,14,Clermont,38,9,16,13,33,47,43,20
14,15,Chamois Niortais,38,8,18,12,39,42,42,20
15,16,Châteauroux,38,8,18,12,43,47,42,20
16,17,Laval,38,10,12,16,47,54,42,20
17,18,Le Mans,38,11,7,20,39,62,40,20
18,19,CS Sedan,38,6,13,19,41,58,31,20
19,20,GFC Ajaccio,38,6,10,22,34,54,28,20
