,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Lyon,38,24,9,5,64,27,81,20
1,2,Marseille ,38,19,7,12,53,38,64,20
2,3,Toulouse ,38,17,7,14,44,43,61,20
3,4,Rennes ,38,14,15,9,38,30,57,20
4,5,Lens ,38,15,12,11,47,41,57,20
5,6,Bordeaux,38,16,9,13,39,35,57,20
6,7,Sochaux ,38,15,12,11,46,48,57,20
7,8,Auxerre ,38,13,15,10,41,41,54,20
8,9,Monaco ,38,13,12,13,45,38,51,20
9,10,Lille ,38,13,11,14,45,43,50,20
10,11,Saint-Étienne ,38,14,7,17,52,50,49,20
11,12,Le Mans ,38,11,16,11,45,46,49,20
12,13,Nancy ,38,13,10,15,37,44,49,20
13,14,Lorient ,38,12,13,13,33,40,49,20
14,15,Paris SG ,38,12,12,14,42,42,48,20
15,16,Nice ,38,9,16,13,34,40,43,20
16,17,Valenciennes ,38,11,10,17,36,48,43,20
17,18,Troyes ,38,9,12,17,39,54,39,20
18,19,CS Sedan,38,7,14,17,46,58,35,20
19,20,Nantes ,38,7,13,18,29,49,34,20
