,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Lyon,34,20,6,8,62,32,66,18
1,2,Lens,34,18,10,6,55,30,64,18
2,3,Auxerre,34,16,11,7,48,38,59,18
3,4,Paris SG,34,15,13,6,43,24,58,18
4,5,Lille,34,15,11,8,39,32,56,18
5,6,Bordeaux,34,14,8,12,34,31,50,18
6,7,Troyes,34,13,8,13,40,35,47,18
7,8,Sochaux,34,12,10,12,41,40,46,18
8,9,Marseille,34,11,11,12,34,39,44,18
9,10,Nantes,34,12,7,15,35,41,43,18
10,11,Bastia,34,12,5,17,38,44,41,18
11,12,Rennes,34,11,8,15,40,51,41,18
12,13,Montpellier,34,9,13,12,28,31,40,18
13,14,CS Sedan,34,8,15,11,35,39,39,18
14,15,Monaco,34,9,12,13,36,41,39,18
15,16,Guingamp,34,9,8,17,34,57,35,18
16,17,Metz,34,9,6,19,31,47,33,18
17,18,Lorient,34,7,10,17,43,64,31,18
