,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Lyon,38,19,11,8,63,41,68,20
1,2,Monaco,38,19,10,9,66,33,67,20
2,3,Marseille,38,19,8,11,41,36,65,20
3,4,Bordeaux,38,18,10,10,57,36,64,20
4,5,Sochaux,38,17,13,8,46,31,64,20
5,6,Auxerre,38,18,10,10,38,29,64,20
6,7,Guingamp,38,19,5,14,59,46,62,20
7,8,Lens,38,14,15,9,43,31,57,20
8,9,Nantes,38,16,8,14,37,39,56,20
9,10,Nice,38,13,16,9,39,31,55,20
10,11,Paris SG,38,14,12,12,47,36,54,20
11,12,Bastia,38,12,11,15,40,48,47,20
12,13,RC Strasbourg,38,11,12,15,40,54,45,20
13,14,Lille,38,10,12,16,29,44,42,20
14,15,Rennes,38,10,10,18,35,45,40,20
15,16,Montpellier,38,10,10,18,37,54,40,20
16,17,AC Ajaccio,38,9,12,17,29,49,39,20
17,18,Le Havre,38,10,8,20,27,47,38,20
18,19,CS Sedan,38,9,9,20,41,59,36,20
19,20,Troyes,38,7,10,21,23,48,31,20
