,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Paris SG,38,27,8,3,84,23,89,20
1,2,Monaco,38,23,11,4,63,31,80,20
2,3,Lille,38,20,11,7,46,26,71,20
3,4,Saint-Étienne,38,20,9,9,56,34,69,20
4,5,Lyon,38,17,10,11,56,44,61,20
5,6,Marseille,38,16,12,10,53,40,60,20
6,7,Bordeaux,38,13,14,11,49,43,53,20
7,8,Lorient,38,13,10,15,48,53,49,20
8,9,Toulouse,38,12,13,13,46,53,49,20
9,10,Bastia,38,13,10,15,42,56,49,20
10,11,Stade de Reims,38,12,12,14,44,52,48,20
11,12,Rennes,38,11,13,14,47,45,46,20
12,13,Nantes,38,12,10,16,38,43,46,20
13,14,Evian TG,38,11,11,16,39,51,44,20
14,15,Montpellier,38,8,18,12,45,53,42,20
15,16,Guingamp,38,11,9,18,34,42,42,20
16,17,Nice,38,12,6,20,30,44,42,20
17,18,Sochaux,38,10,10,18,37,61,40,20
18,19,Valenciennes,38,7,8,23,37,65,29,20
19,20,AC Ajaccio,38,4,11,23,37,72,23,20
