,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Lille,38,21,13,4,68,36,76,20
1,2,Marseille,38,18,14,6,62,39,68,20
2,3,Lyon,38,17,13,8,61,40,64,20
3,4,Paris SG,38,15,15,8,56,41,60,20
4,5,Sochaux,38,17,7,14,60,43,58,20
5,6,Rennes,38,15,11,12,38,35,56,20
6,7,Bordeaux,38,12,15,11,43,42,51,20
7,8,Toulouse,38,14,8,16,38,36,50,20
8,9,Auxerre,38,10,19,9,45,41,49,20
9,10,Saint-Étienne,38,12,13,13,46,47,49,20
10,11,Lorient,38,12,13,13,46,48,49,20
11,12,Valenciennes,38,10,18,10,45,41,48,20
12,13,Nancy,38,13,9,16,43,48,48,20
13,14,Montpellier,38,12,11,15,32,43,47,20
14,15,Caen,38,11,13,14,46,51,46,20
15,16,Brest,38,11,13,14,36,43,46,20
16,17,Nice,38,11,13,14,33,48,46,20
17,18,Monaco,38,9,17,12,36,40,44,20
18,19,Lens,38,7,14,17,35,58,35,20
19,20,AC Arles,38,3,11,24,21,70,20,20
