,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Lyon,38,25,9,4,73,31,84,20
1,2,Bordeaux,38,18,15,5,43,25,69,20
2,3,Lille ,38,16,14,8,56,31,62,20
3,4,Lens ,38,14,18,6,48,34,60,20
4,5,Marseille ,38,16,12,10,44,35,60,20
5,6,Auxerre ,38,17,8,13,50,39,59,20
6,7,Rennes ,38,18,5,15,48,49,59,20
7,8,Nice ,38,16,10,12,36,31,58,20
8,9,Paris SG ,38,13,13,12,44,38,52,20
9,10,Monaco ,38,13,13,12,42,36,52,20
10,11,Le Mans ,38,13,13,12,33,36,52,20
11,12,Nancy ,38,12,12,14,35,37,48,20
12,13,Saint-Étienne ,38,11,14,13,29,39,47,20
13,14,Nantes ,38,11,12,15,37,41,45,20
14,15,Sochaux ,38,11,11,16,34,47,44,20
15,16,Toulouse ,38,10,11,17,36,47,41,20
16,17,Troyes ,38,9,12,17,37,47,39,20
17,18,AC Ajaccio ,38,8,9,21,27,53,33,20
18,19,RC Strasbourg ,38,5,14,19,33,56,29,20
19,20,Metz ,38,6,11,21,26,59,29,20
