,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Marseille,38,23,9,6,69,36,78,20
1,2,Lyon,38,20,12,6,64,38,72,20
2,3,Auxerre,38,20,11,7,42,29,71,20
3,4,Lille,38,21,7,10,72,40,70,20
4,5,Montpellier,38,20,9,9,50,40,69,20
5,6,Bordeaux,38,19,7,12,58,40,64,20
6,7,Lorient,38,16,10,12,54,42,58,20
7,8,Monaco,38,15,10,13,39,45,55,20
8,9,Rennes,38,14,11,13,52,41,53,20
9,10,Valenciennes,38,14,10,14,50,50,52,20
10,11,Lens,38,12,12,14,40,44,48,20
11,12,Nancy,38,13,9,16,46,53,48,20
12,13,Paris SG,38,12,11,15,50,46,47,20
13,14,Toulouse,38,12,11,15,36,36,47,20
14,15,Nice,38,11,11,16,41,57,44,20
15,16,Sochaux,38,11,8,19,28,52,41,20
16,17,Saint-Étienne,38,10,10,18,27,45,40,20
17,18,Le Mans,38,8,8,22,36,59,32,20
18,19,US Boulogne,38,7,10,21,31,62,31,20
19,20,Grenoble,38,5,8,25,31,61,23,20
