,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Benfica,34,29,1,4,88,22,88,18
1,2,Sporting,34,27,5,2,79,21,86,18
2,3,FC Porto,34,23,4,7,67,30,73,18
3,4,SC Braga,34,16,10,8,54,35,58,18
4,5,FC Arouca,34,13,15,6,47,38,54,18
5,6,Rio Ave,34,14,8,12,44,44,50,18
6,7,Paços de Ferreira,34,13,10,11,43,42,49,18
7,8,Estoril Praia,34,13,8,13,40,41,47,18
8,9,Belenenses,34,10,11,13,44,66,41,18
9,10,Vitória SC,34,9,13,12,45,53,40,18
10,11,Nacional,34,10,8,16,40,56,38,18
11,12,Moreirense,34,9,9,16,38,54,36,18
12,13,Marítimo,34,10,5,19,45,63,35,18
13,14,Boavista,34,8,9,17,24,41,33,18
14,15,Vitória FC,34,6,12,16,40,61,30,18
15,16,CD Tondela,34,8,6,20,34,54,30,18
16,17,União Madeira,34,7,8,19,27,50,29,18
17,18,Académica OAF,34,5,10,19,32,60,25,18
