,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,FC Porto,30,23,6,1,69,19,75,16
1,2,Benfica,30,21,6,3,66,27,69,16
2,3,SC Braga,30,19,5,6,59,29,62,16
3,4,Sporting,30,18,5,7,47,26,59,16
4,5,Marítimo,30,14,8,8,41,38,50,16
5,6,Vitória SC,30,14,3,13,40,40,45,16
6,7,Nacional,30,13,5,12,48,50,44,16
7,8,Olhanense,30,9,12,9,36,38,39,16
8,9,Gil Vicente,30,8,10,12,31,42,34,16
9,10,Paços de Ferreira,30,8,7,15,35,53,31,16
10,11,Vitória FC,30,8,6,16,24,49,30,16
11,12,Beira-Mar,30,8,5,17,26,38,29,16
12,13,Académica OAF,30,7,8,15,27,38,29,16
13,14,Rio Ave,30,7,7,16,33,42,28,16
14,15,Feirense,30,5,9,16,27,49,24,16
15,16,UD Leiria,30,5,4,21,25,56,19,16
