,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,FC Porto,30,27,3,0,73,16,84,16
1,2,Benfica,30,20,3,7,61,31,63,16
2,3,Sporting,30,13,9,8,41,31,48,16
3,4,SC Braga,30,13,7,10,45,33,46,16
4,5,Vitória SC,30,12,7,11,36,37,43,16
5,6,Nacional,30,11,9,10,28,31,42,16
6,7,Paços de Ferreira,30,10,11,9,35,42,41,16
7,8,Rio Ave,30,10,8,12,35,33,38,16
8,9,Marítimo,30,9,8,13,33,32,35,16
9,10,UD Leiria,30,9,8,13,25,38,35,16
10,11,Olhanense,30,7,13,10,24,34,34,16
11,12,Vitória FC,30,8,10,12,29,42,34,16
12,13,Beira-Mar,30,7,12,11,32,36,33,16
13,14,Académica OAF,30,7,9,14,32,48,30,16
14,15,Portimonense,30,6,7,17,29,49,25,16
15,16,Naval,30,5,8,17,26,51,23,16
