;rank;team_name;GP;W;D;L;GF;GA;P;team_n
0;1;Istres FC;38;21;12;5;55;24;75;20
1;2;Laval;38;19;14;5;52;31;71;20
2;3;Athletic Club Arlésien;38;19;9;10;52;37;66;20
3;4;Cannes;38;16;13;9;46;33;61;20
4;5;Thonon Evian GG FC;38;16;9;13;51;43;57;20
5;6;Paris FC;38;16;7;15;46;43;55;20
6;7;FC Sète 34;38;15;12;11;41;35;54;20
7;8;Pacy VEF;38;13;13;12;41;42;52;20
8;9;Créteil-Lusitanos;38;9;22;7;38;28;49;20
9;10;Gueugnon;38;11;14;13;38;36;47;20
10;11;AS Beauvais;38;12;11;15;47;50;47;20
11;12;Rodez;38;13;7;18;40;39;46;20
12;13;CS Louhans Cuiseaux;38;12;13;13;38;48;46;20
13;14;SO Cassis Carnoux;38;11;13;14;37;47;46;20
14;15;Bayonne;38;12;10;16;21;31;46;20
15;16;FC Libourne Saint-Seurin;38;13;7;18;40;55;46;20
16;17;Chamois Niortais;38;9;14;15;31;37;41;20
17;18;Calais RUFC;38;10;10;18;34;50;40;20
