;rank;team_name;GP;W;D;L;GF;GA;P;team_n
0;1;Stade de Reims;35;18;8;9;51;29;62;20
1;2;Brest;35;18;8;9;41;27;62;20
2;3;SO Romorantin;35;15;12;8;46;33;57;20
3;4;Dijon;35;17;6;12;44;34;57;20
4;5;FC Sète 34;35;14;11;10;41;30;53;20
5;6;Cannes;35;15;10;10;43;33;53;20
6;7;FC Libourne;35;14;10;11;33;24;52;20
7;8;GFC Ajaccio;35;15;7;13;38;42;52;20
8;9;Nimes;35;13;12;10;40;33;51;20
9;10;Valenciennes;35;14;8;13;39;32;50;20
10;11;Pau FC;35;12;13;10;32;39;49;20
11;12;Tours;35;10;12;13;38;39;42;20
12;13;Entente SSG;35;10;12;13;34;43;42;20
13;14;AS Cherbourg;35;10;11;14;45;42;41;20
14;15;Louhans Cuiseaux FC;35;8;16;11;34;45;40;20
15;16;ES Wasquehal;35;8;15;12;29;37;39;20
16;17;Angoulême CFC;35;9;10;16;26;43;37;20
17;18;US Raon;35;9;9;17;28;48;36;20
18;19;AS Beauvais;35;8;10;17;31;40;34;20
19;20;FC Bourg-Péronnas;35;6;14;15;34;54;30;20
