;rank;team_name;GP;W;D;L;GF;GA;P;team_n
0;1;Valenciennes;38;20;14;4;52;28;74;20
1;2;FC Sète 34;38;17;14;7;53;35;65;20
2;3;AS Valence;38;18;10;10;47;38;64;20
3;4;Entente SSG;38;16;15;7;61;45;63;20
4;5;Nimes;38;13;17;8;44;37;56;20
5;6;RCF Paris;38;16;8;14;33;37;56;20
6;7;GFC Ajaccio;38;15;10;13;43;37;55;20
7;8;Tours;38;15;10;13;39;39;55;20
8;9;AS Cherbourg;38;11;16;11;40;35;49;20
9;10;Pau FC;38;14;7;17;40;40;49;20
10;11;Croix-de-Savoie 74;38;14;7;17;34;44;49;20
11;12;Bayonne;38;13;9;16;45;52;48;20
12;13;FC Libourne Saint-Seurin;38;9;20;9;36;33;47;20
13;14;Cannes;38;13;8;17;42;42;47;20
14;15;SO Romorantin;38;11;13;14;42;42;46;20
15;16;US Raon;38;11;12;15;35;46;45;20
16;17;Besançon Racing Club;38;13;5;20;40;47;44;20
17;18;ES Wasquehal;38;8;16;14;30;39;40;20
18;19;FC Rouen;38;9;11;18;30;47;38;20
19;20;US Roye;38;8;10;20;32;55;34;20
