;rank;team_name;GP;W;D;L;GF;GA;P;team_n
0;1;Nimes;38;18;14;6;65;38;68;20
1;2;Chamois Niortais;38;19;10;9;61;33;67;20
2;3;GFC Ajaccio;38;20;8;10;57;32;66;20
3;4;Vannes OC;38;16;14;8;55;38;62;20
4;5;SAS Epinal;38;17;11;10;61;47;62;20
5;6;FC Rouen;38;17;9;12;48;46;60;20
6;7;US Orléans;38;15;11;12;41;41;56;20
7;8;SR Colmar;38;15;10;13;54;44;55;20
8;9;Fréjus Saint-Raphaël;38;15;6;17;50;58;51;20
9;10;Créteil-Lusitanos;38;13;11;14;51;50;50;20
10;11;Red Star;38;15;5;18;44;52;50;20
11;12;Le Poiré-sur-Vie;38;14;7;17;41;46;49;20
12;13;US Quevilly-Rouen;38;12;11;15;45;54;47;20
13;14;AS Cherbourg;38;11;13;14;56;57;46;20
14;15;US Luzenac;38;11;12;15;47;56;45;20
15;16;Paris FC;38;12;8;18;39;48;44;20
16;17;AS Beauvais;38;8;18;12;39;43;42;20
17;18;FC Martigues;38;9;12;17;43;69;39;20
