;rank;team_name;GP;W;D;L;GF;GA;P;team_n
0;1;Red Star;34;21;7;6;68;30;70;18
1;2;Paris FC;34;19;9;6;50;28;66;18
2;3;FC Bourg-Péronnas;34;20;6;8;57;25;66;18
3;4;Strasbourg;34;19;8;7;50;29;65;18
4;5;VLF Luçon;34;15;13;6;40;25;58;18
5;6;USL Dunkerque;34;14;10;10;38;31;52;18
6;7;US Boulogne;34;13;11;10;49;39;50;18
7;8;Fréjus Saint-Raphaël;34;12;13;9;42;38;49;18
8;9;US Avranches;34;12;10;12;42;38;46;18
9;10;SR Colmar;34;12;9;13;41;44;45;18
10;11;GS Consolat;34;12;7;15;41;55;43;18
11;12;Amiens SC;34;10;11;13;45;48;41;18
12;13;Le Poiré-sur-Vie;34;10;11;13;36;44;41;18
13;14;FC Chambly;34;9;10;15;42;54;37;18
14;15;CA Bastia;34;6;16;12;34;42;34;18
15;16;US Colomiers;34;6;10;18;26;54;28;18
16;17;Istres FC;34;4;10;20;27;61;22;18
17;18;SAS Epinal;34;2;9;23;30;73;15;18
