;rank;team_name;GP;W;D;L;GF;GA;P;team_n
0;1;Strasbourg;34;15;13;6;35;19;58;18
1;2;US Orléans;34;14;14;6;50;37;56;18
2;3;Amiens SC;34;14;13;7;44;35;55;18
3;4;GS Consolat;34;15;9;10;50;43;54;18
4;5;Châteauroux;34;14;10;10;52;45;52;18
5;6;USL Dunkerque;34;12;11;11;42;42;47;18
6;7;US Avranches;34;10;16;8;44;36;46;18
7;8;US Boulogne;34;12;10;12;50;45;46;18
8;9;FC Chambly;34;11;11;12;46;40;44;18
9;10;Avenir Béziers;34;11;11;12;35;38;44;18
10;11;VLF Luçon;34;11;11;12;45;50;44;18
11;12;CS Sedan;34;10;13;11;31;34;43;18
12;13;CA Bastia;34;10;13;11;29;33;43;18
13;14;ASM Belfort;34;9;14;11;26;32;41;18
14;15;Les Herbiers;34;8;15;11;44;51;39;18
15;16;SR Colmar;34;10;9;15;39;46;37;18
16;17;SAS Epinal;34;6;12;16;39;53;30;18
17;18;Fréjus Saint-Raphaël;34;4;15;15;22;44;27;18
