;rank;team_name;GP;W;D;L;GF;GA;P;team_n
0;1;Clermont;38;23;10;5;75;44;79;20
1;2;US Boulogne;38;22;9;7;61;35;75;20
2;3;Angers;38;20;11;7;53;29;71;20
3;4;Laval;38;19;9;10;59;39;66;20
4;5;Nimes;38;17;11;10;51;43;62;20
5;6;Paris FC;38;15;14;9;48;34;59;20
6;7;FC Sète 34;38;16;9;13;46;46;57;20
7;8;CS Louhans Cuiseaux;38;16;8;14;48;48;56;20
8;9;AS Beauvais;38;14;8;16;50;53;50;20
9;10;Cannes;38;11;12;15;43;52;48;20
10;11;SO Romorantin;38;12;12;14;48;60;48;20
11;12;Vannes OC;38;13;6;19;42;55;48;20
12;13;Pau FC;38;10;14;14;47;56;44;20
13;14;Entente SSG;38;10;13;15;42;45;43;20
14;15;SC Toulon-Var;38;10;12;16;39;43;42;20
15;16;AS Cherbourg;38;10;12;16;40;50;42;20
16;17;FC Martigues;38;9;15;14;24;35;42;20
17;18;SO Châtellerault;38;8;14;16;35;46;41;20
18;19;US Raon;38;8;14;16;40;47;38;20
19;20;AS Yzeure 03;38;5;11;22;42;73;26;20
