,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Red Bull Salzburg ,36,23,5,8,86,50,74,10
1,2,Rapid Wien ,36,21,7,8,89,43,70,10
2,3,Austria Wien,36,17,11,8,59,46,62,10
3,4,SV Ried ,36,17,9,10,58,38,60,10
4,5,Sturm Graz ,36,17,9,10,68,45,60,10
5,6,Austria Kärnten ,36,11,8,17,47,57,41,10
6,7,LASK Linz ,36,11,4,21,35,67,37,10
7,8,Kapfenberger SV ,36,10,6,20,48,81,36,10
8,9,SV Mattersburg ,36,8,9,19,42,71,33,10
9,10,SCR Altach ,36,8,6,22,56,90,30,10
