,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Red Bull Salzburg,36,25,8,3,81,29,83,10
1,2,Sturm Graz,36,22,4,10,68,45,70,10
2,3,Rapid Wien,36,17,11,8,68,43,62,10
3,4,LASK Linz,36,17,6,13,49,41,57,10
4,5,Admira Wacker,36,15,6,15,59,66,51,10
5,6,SV Mattersburg,36,12,10,14,50,56,46,10
6,7,Austria Wien,36,12,7,17,51,55,43,10
7,8,SCR Altach,36,10,8,18,35,51,38,10
8,9,Wolfsberger AC,36,8,9,19,31,57,33,10
9,10,SKN St. Pölten,36,5,5,26,28,77,20,10
