,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Austria Wien,36,21,7,8,59,28,70,10
1,2,Grazer AK,36,15,12,9,56,39,57,10
2,3,Austria Salzburg,36,15,11,10,51,46,56,10
3,4,Rapid Wien,36,13,12,11,40,38,51,10
4,5,SV Plus City,36,13,10,13,41,37,49,10
5,6,Sturm Graz,36,14,5,17,50,62,47,10
6,7,Admira Wacker Mödling,36,11,11,14,36,46,44,10
7,8,Kelag Kärnten,36,11,8,17,45,57,41,10
8,9,SC Bregenz,36,9,12,15,48,58,39,10
9,10,SV Ried,36,10,8,18,41,56,38,10
