,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,PSV ,34.0,26.0,6.0,2.0,71.0,23.0,84.0,24
1,2,AZ Alkmaar ,34.0,23.0,5.0,6.0,78.0,32.0,74.0,24
2,3,Feyenoord ,34.0,21.0,8.0,5.0,79.0,34.0,71.0,24
3,4,Ajax ,34.0,18.0,6.0,10.0,66.0,41.0,60.0,24
4,5,FC Groningen ,34.0,16.0,8.0,10.0,46.0,43.0,56.0,24
5,6,FC Utrecht ,34.0,16.0,7.0,11.0,48.0,44.0,55.0,24
6,7,Roda ,34.0,15.0,5.0,14.0,57.0,54.0,50.0,24
7,8,Heerenveen ,34.0,14.0,8.0,12.0,63.0,58.0,50.0,24
8,9,FC Twente ,34.0,13.0,8.0,13.0,44.0,36.0,47.0,24
9,10,NEC ,34.0,13.0,8.0,13.0,43.0,43.0,47.0,24
10,11,Vitesse ,34.0,13.0,5.0,16.0,52.0,54.0,44.0,24
11,12,RKC Waalwijk ,34.0,11.0,6.0,17.0,48.0,58.0,39.0,24
12,13,Heracles Almelo ,34.0,11.0,6.0,17.0,35.0,58.0,39.0,24
13,14,Sparta Rotterdam ,34.0,10.0,7.0,17.0,34.0,50.0,37.0,24
14,15,ADO Den Haag ,34.0,10.0,5.0,19.0,36.0,62.0,35.0,24
15,16,NAC Breda ,34.0,8.0,9.0,17.0,45.0,66.0,33.0,24
16,17,Willem II ,34.0,7.0,7.0,20.0,45.0,66.0,28.0,24
17,18,Roosendaal ,34.0,1.0,6.0,27.0,22.0,90.0,9.0,24
18,19,Ajax,,,,,,,,24
19,20,FC Groningen,,,,,,,,24
20,21,FC Groningen,,,,,,,,24
21,22,AZ Alkmaar,,,,,,,,24
22,23,Ajax,,,,,,,,24
23,24,Feyenoord,,,,,,,,24
