,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Bayern München,34,22,7,5,73,28,73,18
1,2,Bayer Leverkusen,34,21,10,3,74,36,73,18
2,3,Hamburger SV,34,16,11,7,63,39,59,18
3,4,TSV 1860 München,34,14,11,9,55,48,53,18
4,5,Kaiserslautern ,34,15,5,14,54,59,50,18
5,6,Hertha BSC,34,13,11,10,39,46,50,18
6,7,Wolfsburg,34,12,13,9,51,58,49,18
7,8,Stuttgart,34,14,6,14,44,47,48,18
8,9,Werder Bremen,34,13,8,13,65,52,47,18
9,10,SpVgg Unterhaching,34,12,8,14,40,42,44,18
10,11,Eintracht Frankfurt,34,12,5,17,42,44,41,18
11,12,Borussia Dortmund,34,9,13,12,41,38,40,18
12,13,SC Freiburg ,34,10,10,14,45,50,40,18
13,14,Schalke 04,34,8,15,11,42,44,39,18
14,15,Hansa Rostock,34,8,14,12,44,60,38,18
15,16,SSV Ulm 1846,34,9,8,17,36,62,35,18
16,17,Arminia Bielefeld,34,7,9,18,40,61,30,18
17,18,MSV Duisburg,34,4,10,20,37,71,22,18
