,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Stuttgart,34,21,7,6,61,37,70,18
1,2,Schalke 04,34,21,5,8,53,32,68,18
2,3,Werder Bremen ,34,20,6,8,76,40,66,18
3,4,Bayern München ,34,18,6,10,55,40,60,18
4,5,Bayer Leverkusen ,34,15,6,13,54,49,51,18
5,6,FC Nürnberg,34,11,15,8,43,32,48,18
6,7,Hamburger SV ,34,10,15,9,43,37,45,18
7,8,VfL Bochum,34,13,6,15,49,50,45,18
8,9,Borussia Dortmund ,34,12,8,14,41,43,44,18
9,10,Hertha BSC ,34,12,8,14,50,55,44,18
10,11,Hannover 96 ,34,12,8,14,41,50,44,18
11,12,Arminia Bielefeld ,34,11,9,14,47,49,42,18
12,13,Energie Cottbus,34,11,8,15,38,49,41,18
13,14,Eintracht Frankfurt ,34,9,13,12,46,58,40,18
14,15,Wolfsburg,34,8,13,13,37,45,37,18
15,16,Mainz,34,8,10,16,34,57,34,18
16,17,Alemannia Aachen ,34,9,7,18,46,70,34,18
17,18,Borussia M´gladbach,34,6,8,20,23,44,26,18
