,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Bayern München,34,23,6,5,70,25,75,18
1,2,Stuttgart,34,17,8,9,53,39,59,18
2,3,Borussia Dortmund,34,15,13,6,51,27,58,18
3,4,Hamburger SV,34,15,11,8,46,36,56,18
4,5,Hertha BSC,34,16,6,12,52,43,54,18
5,6,Werder Bremen,34,16,4,14,51,50,52,18
6,7,Schalke 04,34,12,13,9,46,40,49,18
7,8,Wolfsburg,34,13,7,14,39,42,46,18
8,9,VfL Bochum,34,12,9,13,55,56,45,18
9,10,TSV 1860 München,34,12,9,13,44,52,45,18
10,11,Hannover 96 ,34,12,7,15,47,57,43,18
11,12,Borussia M´gladbach,34,11,9,14,43,45,42,18
12,13,Hansa Rostock,34,11,8,15,35,41,41,18
13,14,Kaiserslautern ,34,10,10,14,40,42,40,18
14,15,Bayer Leverkusen,34,11,7,16,47,56,40,18
15,16,Arminia Bielefeld,34,8,12,14,35,46,36,18
16,17,FC Nürnberg,34,8,6,20,33,60,30,18
17,18,Energie Cottbus,34,7,9,18,34,64,30,18
