,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Chelsea ,38,29,4,5,72,22,91,20
1,2,Manchester United,38,25,8,5,72,34,83,20
2,3,Liverpool ,38,25,7,6,57,25,82,20
3,4,Arsenal ,38,20,7,11,68,31,67,20
4,5,Tottenham ,38,18,11,9,53,38,65,20
5,6,Blackburn Rovers,38,19,6,13,51,42,63,20
6,7,Newcastle ,38,17,7,14,47,42,58,20
7,8,Bolton,38,15,11,12,49,41,56,20
8,9,West Ham ,38,16,7,15,52,55,55,20
9,10,Wigan Athletic ,38,15,6,17,45,52,51,20
10,11,Everton,38,14,8,16,34,49,50,20
11,12,Fulham ,38,14,6,18,48,58,48,20
12,13,Charlton Athletic ,38,13,8,17,41,55,47,20
13,14,Middlesbrough ,38,12,9,17,48,58,45,20
14,15,Manchester City,38,13,4,21,43,48,43,20
15,16,Aston Villa ,38,10,12,16,42,55,42,20
16,17,Portsmouth ,38,10,8,20,37,62,38,20
17,18,Birmingham City,38,8,10,20,28,50,34,20
18,19,West Bromwich ,38,7,9,22,31,58,30,20
19,20,Sunderland ,38,3,6,29,26,69,15,20
