,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Manchester United,38,24,8,6,79,31,80,20
1,2,Arsenal ,38,20,10,8,63,38,70,20
2,3,Liverpool ,38,20,9,9,71,39,69,20
3,4,Leeds United ,38,20,8,10,64,43,68,20
4,5,Ipswich Town ,38,20,6,12,57,42,66,20
5,6,Chelsea ,38,17,10,11,68,45,61,20
6,7,Sunderland ,38,15,12,11,46,41,57,20
7,8,Aston Villa ,38,13,15,10,46,43,54,20
8,9,Charlton Athletic ,38,14,10,14,50,57,52,20
9,10,Southampton ,38,14,10,14,40,48,52,20
10,11,Newcastle ,38,14,9,15,44,50,51,20
11,12,Tottenham ,38,13,10,15,47,54,49,20
12,13,Leicester City,38,14,6,18,39,51,48,20
13,14,Middlesbrough ,38,9,15,14,44,44,42,20
14,15,West Ham ,38,10,12,16,45,50,42,20
15,16,Everton,38,11,9,18,45,59,42,20
16,17,Derby County ,38,10,12,16,37,59,42,20
17,18,Manchester City,38,8,10,20,41,65,34,20
18,19,Coventry City ,38,8,10,20,36,63,34,20
19,20,Bradford City ,38,5,11,22,30,70,26,20
