,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Arsenal ,38,26,9,3,79,36,87,20
1,2,Liverpool ,38,24,8,6,67,30,80,20
2,3,Manchester United,38,24,5,9,87,45,77,20
3,4,Newcastle ,38,21,8,9,74,52,71,20
4,5,Leeds United ,38,18,12,8,53,37,66,20
5,6,Chelsea ,38,17,13,8,66,38,64,20
6,7,West Ham ,38,15,8,15,48,57,53,20
7,8,Aston Villa ,38,12,14,12,46,47,50,20
8,9,Tottenham ,38,14,8,16,49,53,50,20
9,10,Blackburn Rovers,38,12,10,16,55,51,46,20
10,11,Southampton ,38,12,9,17,46,54,45,20
11,12,Middlesbrough ,38,12,9,17,35,47,45,20
12,13,Fulham ,38,10,14,14,36,44,44,20
13,14,Charlton Athletic ,38,10,14,14,38,49,44,20
14,15,Everton,38,11,10,17,45,57,43,20
15,16,Bolton,38,9,13,16,44,62,40,20
16,17,Sunderland ,38,10,10,18,29,51,40,20
17,18,Ipswich Town ,38,9,9,20,41,64,36,20
18,19,Derby County ,38,8,6,24,33,63,30,20
19,20,Leicester City,38,5,13,20,30,64,28,20
