,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Ajax B,38,25,4,9,89,54,79,20
1,2,Fortuna Sittard,38,24,6,8,81,41,78,20
2,3,NEC,38,22,8,8,82,46,74,20
3,4,De Graafschap,38,18,11,9,78,47,65,20
4,5,PSV B,38,19,7,12,76,54,64,20
5,6,Telstar,38,16,13,9,66,63,61,20
6,7,FC Emmen,38,14,16,8,58,50,58,20
7,8,SC Cambuur,38,16,10,12,58,53,58,20
8,9,Almere City FC,38,15,7,16,70,76,52,20
9,10,MVV,38,14,8,16,57,56,50,20
10,11,Den Bosch,38,12,11,15,59,55,47,20
11,12,FC Eindhoven,38,14,5,19,61,83,47,20
12,13,FC Dordrecht,38,14,5,19,57,81,47,20
13,14,FC Volendam,38,13,7,18,59,67,46,20
14,15,FC Oss,38,12,10,16,53,65,46,20
15,16,AZ Alkmaar B,38,14,4,20,57,70,46,20
16,17,Go Ahead Eagles,38,9,10,19,48,68,37,20
17,18,RKC Waalwijk,38,8,13,17,37,61,37,20
18,19,Helmond Sport,38,9,9,20,50,67,36,20
19,20,FC Utrecht B,38,7,6,25,37,76,27,20
