,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,FC Twente,34,21,9,4,65,24,72,42
1,2,Ajax,34,20,9,5,94,45,69,42
2,3,FC Twente,34,19,6,9,48,40,63,42
3,4,NAC Breda,34,17,11,6,52,32,62,42
4,5,Heerenveen,34,18,6,10,64,41,60,42
5,6,Ajax,34,18,6,10,88,48,60,42
6,7,NEC,34,15,6,13,53,54,51,42
7,8,NAC Breda,34,14,7,13,49,50,49,42
8,9,NEC,34,12,11,11,55,55,47,42
9,10,FC Groningen,34,13,7,14,59,55,46,42
10,11,Heerenveen,34,12,7,15,46,55,43,42
11,12,NAC Breda,34,11,10,13,48,53,43,42
12,13,FC Utrecht,34,9,7,18,52,76,34,42
13,14,FC Groningen,34,8,8,18,34,64,32,42
14,15,Roda,34,8,7,19,40,49,31,42
15,16,NEC,34,7,9,18,33,64,30,42
16,17,Zwolle,34,7,8,19,44,76,29,42
17,18,Den Bosch,34,7,6,21,32,75,27,42
18,19,ADO Den Haag,,,,,,,,42
19,20,VVV-Venlo,,,,,,,,42
20,21,Helmond Sport,,,,,,,,42
21,22,De Graafschap,,,,,,,,42
22,23,MVV,,,,,,,,42
23,24,RKC Waalwijk,,,,,,,,42
24,25,PSV ,,,,,,,,42
25,26,Ajax ,,,,,,,,42
26,27,NAC Breda ,,,,,,,,42
27,28,FC Twente ,,,,,,,,42
28,29,Feyenoord ,,,,,,,,42
29,30,Heerenveen ,,,,,,,,42
30,31,FC Groningen ,,,,,,,,42
31,32,NEC ,,,,,,,,42
32,33,Roda ,,,,,,,,42
33,34,FC Utrecht ,,,,,,,,42
34,35,Vitesse ,,,,,,,,42
35,36,AZ Alkmaar ,,,,,,,,42
36,37,Sparta Rotterdam ,,,,,,,,42
37,38,Heracles Almelo ,,,,,,,,42
38,39,Willem II ,,,,,,,,42
39,40,De Graafschap ,,,,,,,,42
40,41,VVV-Venlo ,,,,,,,,42
41,42,Excelsior ,,,,,,,,42
