,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,PSV ,34,26,6,2,71,23,84,24
1,2,AZ Alkmaar ,34,23,5,6,78,32,74,24
2,3,Feyenoord ,34,21,8,5,79,34,71,24
3,4,Ajax ,34,18,6,10,66,41,60,24
4,5,FC Groningen ,34,16,8,10,46,43,56,24
5,6,FC Utrecht ,34,16,7,11,48,44,55,24
6,7,Roda ,34,15,5,14,57,54,50,24
7,8,Heerenveen ,34,14,8,12,63,58,50,24
8,9,FC Twente ,34,13,8,13,44,36,47,24
9,10,NEC ,34,13,8,13,43,43,47,24
10,11,Vitesse ,34,13,5,16,52,54,44,24
11,12,RKC Waalwijk ,34,11,6,17,48,58,39,24
12,13,Heracles Almelo ,34,11,6,17,35,58,39,24
13,14,Sparta Rotterdam ,34,10,7,17,34,50,37,24
14,15,ADO Den Haag ,34,10,5,19,36,62,35,24
15,16,NAC Breda ,34,8,9,17,45,66,33,24
16,17,Willem II ,34,7,7,20,45,66,28,24
17,18,Roosendaal ,34,1,6,27,22,90,9,24
18,19,Ajax,,,,,,,,24
19,20,FC Groningen,,,,,,,,24
20,21,FC Groningen,,,,,,,,24
21,22,AZ Alkmaar,,,,,,,,24
22,23,Ajax,,,,,,,,24
23,24,Feyenoord,,,,,,,,24
