,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Hannover 96,34,22,9,3,93,37,75,18
1,2,Arminia Bielefeld,34,19,8,7,68,38,65,18
2,3,VfL Bochum,34,19,8,7,69,49,65,18
3,4,Mainz,34,18,10,6,66,38,64,18
4,5,SpVgg Greuther Fürth,34,16,11,7,62,41,59,18
5,6,1. FC Union Berlin,34,16,8,10,61,41,56,18
6,7,Eintracht Frankfurt,34,14,12,8,52,44,54,18
7,8,LR Ahlen,34,14,6,14,60,70,48,18
8,9,SV Waldhof Mannheim 07,34,12,9,13,42,48,45,18
9,10,SSV Reutlingen,34,13,5,16,53,57,44,18
10,11,MSV Duisburg,34,11,10,13,56,57,43,18
11,12,RW Oberhausen,34,11,9,14,55,49,42,18
12,13,Karlsruher SC,34,11,8,15,45,51,41,18
13,14,Alemannia Aachen,34,12,4,18,41,67,40,18
14,15,SpVgg Unterhaching,34,10,8,16,40,49,38,18
15,16,1. FC Saarbrücken,34,6,7,21,30,74,25,18
16,17,1. FC Schweinfurt 05,34,6,6,22,30,70,24,18
17,18,SV Babelsberg 03,34,4,6,24,39,82,18,18
