,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,FC Ingolstadt 04,34,17,13,4,53,32,64,18
1,2,Darmstadt 98,34,15,14,5,44,26,59,18
2,3,Karlsruher SC,34,15,13,6,46,26,58,18
3,4,Kaiserslautern,34,14,14,6,45,31,56,18
4,5,RB Leipzig,34,13,11,10,39,31,50,18
5,6,Eintracht Braunschweig,34,15,5,14,44,41,50,18
6,7,1. FC Union Berlin,34,12,11,11,46,51,47,18
7,8,1. FC Heidenheim 1846,34,12,10,12,49,44,46,18
8,9,FC Nürnberg,34,13,6,15,42,47,45,18
9,10,Fortuna Düsseldorf,34,11,11,12,48,52,44,18
10,11,VfL Bochum,34,9,15,10,53,55,42,18
11,12,SV Sandhausen,34,10,12,12,32,37,42,18
12,13,FSV Frankfurt,34,10,9,15,41,53,39,18
13,14,SpVgg Greuther Fürth,34,8,13,13,34,42,37,18
14,15,FC St. Pauli,34,10,7,17,40,51,37,18
15,16,TSV 1860 München,34,9,9,16,41,51,36,18
16,17,Erzgebirge Aue,34,9,9,16,32,47,36,18
17,18,VfR Aalen,34,7,12,15,34,46,33,18
