,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,SpVgg Greuther Fürth,34,20,10,4,73,27,70,18
1,2,Eintracht Frankfurt,34,20,8,6,76,33,68,18
2,3,Fortuna Düsseldorf,34,16,14,4,64,35,62,18
3,4,FC St. Pauli,34,18,8,8,59,34,62,18
4,5,SC Paderborn 07,34,17,10,7,51,42,61,18
5,6,TSV 1860 München,34,17,6,11,62,46,57,18
6,7,1. FC Union Berlin,34,14,6,14,55,58,48,18
7,8,Eintracht Braunschweig,34,10,15,9,37,35,45,18
8,9,Dynamo Dresden,34,12,9,13,50,52,45,18
9,10,MSV Duisburg,34,10,9,15,42,47,39,18
10,11,VfL Bochum,34,10,7,17,41,55,37,18
11,12,FC Ingolstadt 04,34,8,13,13,43,58,37,18
12,13,FSV Frankfurt,34,7,14,13,43,59,35,18
13,14,Energie Cottbus,34,8,11,15,30,49,35,18
14,15,Erzgebirge Aue,34,8,11,15,31,55,35,18
15,16,Karlsruher SC,34,9,6,19,34,60,33,18
16,17,Alemannia Aachen,34,6,13,15,30,47,31,18
17,18,Hansa Rostock,34,5,12,17,34,63,27,18
