,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,SC Freiburg,34,21,5,8,60,36,68,18
1,2,Mainz,34,18,9,7,62,37,63,18
2,3,FC Nürnberg,34,16,12,6,51,29,60,18
3,4,Alemannia Aachen,34,16,8,10,58,38,56,18
4,5,SpVgg Greuther Fürth,34,16,8,10,60,46,56,18
5,6,MSV Duisburg,34,14,13,7,56,36,55,18
6,7,Kaiserslautern,34,15,7,12,53,48,52,18
7,8,FC St. Pauli,34,14,6,14,52,59,48,18
8,9,RW Oberhausen,34,11,9,14,35,54,42,18
9,10,RW Ahlen,34,11,8,15,38,57,41,18
10,11,FC Augsburg,34,10,10,14,43,46,40,18
11,12,TSV 1860 München,34,9,12,13,44,46,39,18
12,13,Hansa Rostock,34,8,14,12,52,53,38,18
13,14,TuS Koblenz,34,11,8,15,47,57,38,18
14,15,FSV Frankfurt,34,9,11,14,34,47,38,18
15,16,VfL Osnabrück,34,8,12,14,41,60,36,18
16,17,FC Ingolstadt 04,34,7,10,17,38,54,31,18
17,18,SV Wehen,34,5,12,17,28,49,27,18
