,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Estoril Praia,34,20,7,7,63,40,67,18
1,2,Vitória FC,34,18,10,6,66,41,64,18
2,3,FC Penafiel,34,17,10,7,55,36,61,18
3,4,Varzim,34,16,10,8,44,36,58,18
4,5,Maia,34,15,6,13,52,56,51,18
5,6,SC Salgueiros,34,13,8,13,47,46,47,18
6,7,Naval,34,12,10,12,46,42,46,18
7,8,CD Aves,34,13,6,15,42,53,45,18
8,9,Ovarense,34,11,11,12,52,55,44,18
9,10,GD Chaves,34,11,11,12,37,45,44,18
10,11,Feirense,34,10,12,12,47,46,42,18
11,12,Santa Clara,34,11,9,14,41,44,42,18
12,13,FC Felgueiras,34,12,6,16,39,42,42,18
13,14,Leixões,34,9,15,10,44,48,42,18
14,15,FC Marco,34,11,8,15,41,53,41,18
15,16,Portimonense,34,8,15,11,36,39,39,18
16,17,SC Covilhã,34,8,5,21,39,55,29,18
17,18,União Madeira,34,4,15,15,39,53,27,18
