,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Estoril Praia,30,16,9,5,40,20,57,16
1,2,Moreirense,30,15,7,8,47,32,52,16
2,3,CD Aves,30,12,14,4,38,23,50,16
3,4,Naval,30,12,10,8,40,33,46,16
4,5,Belenenses,30,10,11,9,34,32,41,16
5,6,UD Oliveirense,30,10,9,11,39,38,39,16
6,7,Trofense,30,11,6,13,36,45,39,16
7,8,FC Penafiel,30,10,8,12,33,36,38,16
8,9,Atlético CP,30,9,10,11,27,36,37,16
9,10,União Madeira,30,9,10,11,35,40,37,16
10,11,Leixões,30,11,7,12,32,34,37,16
11,12,Santa Clara,30,8,10,12,29,38,34,16
12,13,FC Arouca,30,7,13,10,32,36,34,16
13,14,Freamunde,30,7,13,10,35,40,34,16
14,15,SC Covilhã,30,7,11,12,22,29,32,16
15,16,Portimonense,30,8,8,14,35,42,32,16
