,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Portimonense,42,25,8,9,70,39,83,22
1,2,CD Aves,42,23,12,7,63,38,81,22
2,3,União Madeira,42,17,13,12,52,43,64,22
3,4,Benfica B,42,18,9,15,56,58,63,22
4,5,FC Penafiel,42,18,9,15,56,55,63,22
5,6,Académica OAF,42,17,11,14,42,35,62,22
6,7,Braga B,42,16,14,12,64,50,62,22
7,8,SC Covilhã,42,15,17,10,51,41,62,22
8,9,Varzim,42,17,10,15,45,48,61,22
9,10,Santa Clara,42,16,12,14,44,42,60,22
10,11,Vitória SC B,42,18,6,18,54,50,60,22
11,12,FC Porto B,42,16,12,14,52,49,60,22
12,13,Gil Vicente,42,13,17,12,47,49,56,22
13,14,Sporting B,42,15,10,17,64,62,55,22
14,15,FC Famalicão,42,14,11,17,47,50,53,22
15,16,CD Cova Piedade,42,14,11,17,45,60,53,22
16,17,Académico de Viseu,42,13,13,16,49,54,52,22
17,18,Leixões,42,10,16,16,44,48,46,22
18,19,FC Vizela,42,9,19,14,39,49,46,22
19,20,Fafe,42,11,12,19,52,65,45,22
20,21,Freamunde,42,9,13,20,39,52,40,22
21,22,Olhanense,42,7,7,28,45,83,28,22
