,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Paços de Ferreira,34,23,5,6,50,21,74,18
1,2,FC Famalicão,34,21,6,7,57,34,69,18
2,3,Estoril Praia,34,16,6,12,49,42,54,18
3,4,Benfica B,34,15,7,12,47,42,52,18
4,5,Académica OAF,34,15,6,13,36,37,51,18
5,6,SC Covilhã,34,13,10,11,42,37,49,18
6,7,Leixões,34,12,9,13,35,36,45,18
7,8,FC Penafiel,34,13,6,15,49,48,45,18
8,9,FC Porto B,34,11,11,12,41,42,44,18
9,10,Farense,34,11,10,13,39,35,43,18
10,11,Académico de Viseu,34,12,7,15,49,54,43,18
11,12,UD Oliveirense,34,11,10,13,44,49,43,18
12,13,CD Cova Piedade,34,11,9,14,25,42,42,18
13,14,CD Mafra,34,10,11,13,40,44,41,18
14,15,Varzim,34,11,8,15,25,37,41,18
15,16,FC Arouca,34,10,10,14,40,45,40,18
16,17,Braga B,34,11,4,19,38,45,37,18
17,18,Vitória SC B,34,6,13,15,41,57,31,18
