,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Trofense ,30,13,13,4,35,22,52,16
1,2,Rio Ave ,30,13,12,5,38,26,51,16
2,3,FC Vizela,30,13,11,6,40,22,50,16
3,4,Gil Vicente ,30,13,11,6,43,34,50,16
4,5,Olhanense ,30,12,9,9,33,33,45,16
5,6,Beira-Mar ,30,10,12,8,30,32,42,16
6,7,Estoril Praia ,30,11,8,11,41,38,41,16
7,8,CD Aves,30,10,9,11,43,39,39,16
8,9,Varzim ,30,9,11,10,29,27,38,16
9,10,Santa Clara ,30,10,7,13,31,50,37,16
10,11,Portimonense ,30,8,13,9,26,30,37,16
11,12,Gondomar SC,30,8,11,11,37,37,35,16
12,13,Freamunde ,30,9,8,13,42,49,35,16
13,14,Feirense ,30,8,9,13,25,27,33,16
14,15,FC Penafiel,30,7,8,15,28,39,29,16
15,16,CD Fátima,30,5,10,15,25,41,25,16
