,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Beira-Mar,30,16,6,8,44,30,54,16
1,2,Portimonense,30,16,6,8,43,34,54,16
2,3,Feirense,30,14,10,6,37,24,52,16
3,4,Santa Clara,30,13,12,5,45,29,51,16
4,5,UD Oliveirense,30,14,7,9,38,27,49,16
5,6,Trofense,30,13,6,11,44,45,45,16
6,7,FC Penafiel,30,10,11,9,35,34,41,16
7,8,CD Fátima,30,8,14,8,31,31,38,16
8,9,CD Aves,30,9,11,10,33,33,38,16
9,10,Gil Vicente,30,9,11,10,36,32,38,16
10,11,Estoril Praia,30,7,14,9,26,29,35,16
11,12,Freamunde,30,9,8,13,43,50,35,16
12,13,Varzim,30,6,13,11,25,38,31,16
13,14,SC Covilhã,30,7,9,14,35,49,30,16
14,15,GD Chaves,30,6,10,14,28,37,28,16
15,16,Carregado,30,6,6,18,26,47,24,16
