,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,CD Tondela,46,21,18,7,67,51,81,24
1,2,União Madeira,46,22,14,10,69,39,80,24
2,3,GD Chaves,46,20,20,6,68,45,80,24
3,4,SC Covilhã,46,23,11,12,78,46,80,24
4,5,Sporting B,46,22,12,12,66,57,78,24
5,6,Benfica B,46,22,11,13,81,60,77,24
6,7,Feirense,46,21,12,13,61,51,75,24
7,8,Freamunde,46,18,17,11,48,32,71,24
8,9,Vitória SC B,46,19,8,19,71,57,65,24
9,10,Beira-Mar,46,16,15,15,52,48,63,24
10,11,Farense,46,16,14,16,51,54,62,24
11,12,Académico de Viseu,46,17,11,18,55,56,62,24
12,13,FC Porto B,46,17,10,19,66,64,61,24
13,14,Portimonense,46,15,15,16,56,62,60,24
14,15,Oriental,46,15,13,18,47,59,58,24
15,16,Olhanense,46,13,16,17,51,56,55,24
16,17,UD Oliveirense,46,14,13,19,50,67,55,24
17,18,CD Aves,46,12,17,17,52,58,53,24
18,19,Santa Clara,46,10,21,15,33,42,51,24
19,20,Leixões,46,13,11,22,53,67,50,24
20,21,Braga B,46,12,15,19,48,62,49,24
21,22,Atlético CP,46,11,14,21,56,70,47,24
22,23,Marítimo B,46,10,11,25,37,67,41,24
23,24,Trofense,46,9,9,28,35,81,36,24
